WEO Country Code;ISO;WEO Subject Code;Country;Subject Descriptor;Subject Notes;Units;Scale;Country/Series-specific Notes;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;Estimates Start After
628;TCD;NGDPRPPPPC;Chad;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;1,008.28;877.495;902.022;1,017.82;1,045.19;1,100.22;1,137.43;1,150.16;1,206.76;1,200.31;1,208.53;1,302.97;1,302.87;1,245.95;1,283.59;1,199.11;1,194.60;1,231.00;1,283.97;1,243.37;1,201.45;1,308.79;1,385.29;1,451.85;1,892.78;2,000.09;1,963.95;1,978.73;1,989.61;2,021.41;2,240.27;2,188.24;2,322.89;2,396.62;2,499.34;2,481.53;2,265.30;2,134.65;2,146.91;2,187.98;2,263.66;2,317.36;2,384.69;2,425.14;2,456.74;2004
228;CHL;NGDPRPPPPC;Chile;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;7,986.48;8,344.03;7,094.34;6,786.45;7,073.95;7,102.57;7,368.93;7,718.93;8,141.60;8,855.44;9,030.55;9,551.02;10,370.77;10,893.63;11,271.34;12,089.57;12,739.58;13,501.40;13,909.45;13,673.90;14,233.69;14,536.65;14,822.53;15,268.16;16,198.69;16,958.12;17,848.20;18,532.20;18,986.64;18,481.13;19,348.13;20,305.76;21,156.36;21,802.41;21,968.95;22,245.87;22,379.07;22,428.55;23,092.07;23,632.28;24,148.35;24,617.24;25,096.59;25,581.02;26,089.66;2017
924;CHN;NGDPRPPPPC;China;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;721.599;748.041;802.675;877.674;998.01;1,116.75;1,197.41;1,315.57;1,441.47;1,479.64;1,515.45;1,633.58;1,845.70;2,078.38;2,324.50;2,553.12;2,776.81;3,001.93;3,206.64;3,422.23;3,681.69;3,959.65;4,292.20;4,693.14;5,136.90;5,683.78;6,371.90;7,239.21;7,893.96;8,578.35;9,442.82;10,290.47;11,048.56;11,851.87;12,651.05;13,457.07;14,279.29;15,163.30;16,097.76;17,048.01;18,036.11;19,067.73;20,118.88;21,247.86;22,418.95;2017
233;COL;NGDPRPPPPC;Colombia;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;6,410.01;6,413.12;6,334.92;6,298.62;6,374.41;6,617.26;6,860.32;7,080.34;7,216.96;7,311.67;7,472.58;7,494.12;7,667.03;7,953.05;8,213.97;8,496.77;8,532.54;8,710.91;8,626.46;8,159.72;8,274.16;8,306.22;8,408.11;8,628.99;8,977.84;9,286.19;9,797.63;10,344.45;10,555.47;10,557.30;10,887.75;11,553.56;11,866.10;12,266.07;12,700.26;12,928.90;13,051.20;13,081.60;13,283.22;13,603.43;13,960.17;14,340.13;14,745.04;15,161.38;15,574.45;2017
632;COM;NGDPRPPPPC;Comoros;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;1,717.18;1,766.89;1,794.90;1,807.93;1,864.70;1,843.02;1,821.59;1,794.02;1,785.11;1,673.27;1,710.14;1,578.29;1,676.38;1,690.76;1,568.14;1,590.87;1,536.81;1,568.20;1,553.19;1,550.06;1,539.24;1,557.32;1,588.12;1,593.47;1,552.39;1,578.59;1,559.21;1,527.17;1,502.98;1,491.41;1,483.43;1,476.61;1,480.35;1,492.15;1,481.26;1,457.24;1,449.53;1,449.64;1,450.53;1,451.89;1,454.71;1,460.39;1,468.94;1,478.96;1,489.04;2015
636;COD;NGDPRPPPPC;Democratic Republic of the Congo;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;1,736.04;1,696.46;1,634.80;1,604.89;1,628.88;1,584.17;1,605.95;1,596.17;1,552.36;1,483.83;1,342.08;1,189.48;1,031.02;863.656;784.698;780.614;746.575;673.81;634.999;598.876;534.128;508.102;491.724;486.874;487.152;484.563;494.143;508.488;523.23;521.39;541.116;560.425;582.666;613.677;652.227;677.026;673.084;675.915;682.133;691;700.455;710.5;721.67;733.746;747.044;1983
634;COG;NGDPRPPPPC;Republic of Congo;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;4,579.94;4,558.87;4,528.94;4,498.43;4,467.38;4,435.82;4,403.80;4,371.34;5,169.43;5,899.11;5,779.45;5,742.93;5,749.20;5,554.02;5,120.91;5,195.12;5,285.87;5,124.73;5,186.60;4,929.44;5,173.55;5,239.30;5,345.71;5,257.74;5,307.84;5,580.00;5,783.39;5,553.05;5,719.50;6,017.77;6,382.58;6,438.22;6,521.70;6,570.80;6,849.19;6,857.16;6,500.64;6,145.16;6,043.54;6,217.34;6,159.65;6,122.58;5,971.28;5,896.43;5,880.76;2004
238;CRI;NGDPRPPPPC;Costa Rica;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;8,265.99;7,840.31;7,057.56;7,053.45;7,403.78;7,238.56;7,416.10;7,555.52;7,607.62;7,833.20;7,919.49;7,914.23;8,453.63;8,821.36;8,950.37;9,058.24;8,926.37;9,186.32;9,588.56;9,731.20;10,177.10;10,150.81;10,305.00;10,575.33;10,860.08;11,110.73;11,738.32;12,516.50;12,909.01;12,597.10;12,975.35;13,361.79;13,822.18;13,956.26;14,267.32;14,607.72;15,046.93;15,379.17;15,608.20;15,880.03;16,139.64;16,435.27;16,752.60;17,112.52;17,514.03;2017
662;CIV;NGDPRPPPPC;Côte d'Ivoire;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;4,511.16;4,564.82;4,403.40;4,085.57;3,894.97;3,884.83;3,917.45;3,752.42;3,760.12;3,719.78;3,534.83;3,399.90;3,262.91;2,964.22;2,882.92;2,957.62;3,110.07;3,204.72;3,277.52;3,246.14;3,098.44;3,023.58;2,897.82;2,785.98;2,748.83;2,725.29;2,696.49;2,674.55;2,673.06;2,690.03;2,674.76;2,480.35;2,680.13;2,854.42;3,026.74;3,210.91;3,379.02;3,547.05;3,713.49;3,890.07;4,063.49;4,236.46;4,407.29;4,576.30;4,748.51;2015
960;HRV;NGDPRPPPPC;Croatia;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;11,837.37;11,139.20;12,056.88;13,062.98;13,703.59;14,364.94;14,863.21;14,552.80;15,694.63;16,523.14;17,391.19;18,357.45;18,504.60;19,252.07;20,198.26;21,284.67;21,727.88;20,166.33;19,918.80;20,491.07;20,075.97;20,033.57;20,101.00;20,750.02;21,638.16;22,534.86;23,308.16;24,087.48;24,863.72;25,639.92;26,388.72;27,106.24;27,848.95;2017
423;CYP;NGDPRPPPPC;Cyprus;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;14,312.76;14,566.15;15,308.31;15,913.01;17,086.06;17,688.59;18,108.10;19,190.47;20,570.91;21,913.37;23,051.92;22,617.34;24,099.35;23,678.80;24,557.54;26,726.98;26,610.32;26,904.06;28,172.14;29,248.51;30,650.49;31,539.79;32,343.74;32,811.66;34,023.69;35,179.58;36,296.05;37,446.77;37,891.86;36,168.65;35,657.27;34,923.03;33,041.69;30,986.68;30,861.09;31,874.82;33,357.16;34,583.26;35,532.10;36,538.52;37,524.03;38,373.51;39,133.06;39,857.07;40,551.96;2017
935;CZE;NGDPRPPPPC;Czech Republic;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;19,029.06;19,912.89;19,817.92;19,771.98;20,073.80;20,953.76;21,660.35;22,084.86;22,899.73;24,016.97;25,577.31;27,264.16;28,705.60;29,221.41;27,598.27;28,127.75;28,560.54;28,281.63;28,116.26;28,889.83;30,349.01;31,046.86;32,321.72;33,218.96;34,138.53;35,014.03;35,849.92;36,701.63;37,599.08;38,529.54;2017
128;DNK;NGDPRPPPPC;Denmark;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;26,782.12;26,595.81;27,600.16;28,330.94;29,537.81;30,726.79;32,199.99;32,228.18;32,197.60;32,400.98;32,842.06;33,229.25;33,777.54;33,659.53;35,343.94;36,281.18;37,084.08;38,118.06;38,816.41;39,820.14;41,185.40;41,375.29;41,420.36;41,464.24;42,458.97;43,342.62;44,904.90;45,149.19;44,683.03;42,216.26;42,823.74;43,193.97;43,138.54;43,370.10;43,878.22;44,648.56;45,338.48;46,031.02;46,329.81;46,770.80;47,252.29;47,669.83;48,081.76;48,496.46;48,937.96;2018
611;DJI;NGDPRPPPPC;Djibouti;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3,782.45;3,515.45;3,438.91;3,119.41;2,993.18;2,810.30;2,631.72;2,528.92;2,462.84;2,465.69;2,415.65;2,391.98;2,402.09;2,411.12;2,410.61;2,417.91;2,465.54;2,518.70;2,592.34;2,562.49;2,596.08;2,709.54;2,763.36;2,822.52;2,910.38;3,015.13;3,123.65;3,242.15;3,365.15;3,492.82;3,601.55;3,713.66;3,829.26;3,948.46;4,071.36;2013
321;DMA;NGDPRPPPPC;Dominica;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;4,360.09;4,556.45;4,689.80;4,904.26;4,991.90;5,364.29;5,723.23;6,192.87;6,203.35;6,563.10;6,675.48;6,810.43;6,957.10;6,958.89;7,169.17;7,391.15;7,552.04;7,836.40;7,863.55;8,046.85;8,041.13;7,819.19;8,321.87;8,581.82;8,644.26;9,053.39;9,635.45;10,328.88;10,215.29;10,291.28;10,274.79;10,164.87;10,243.20;10,672.08;10,281.67;10,552.95;9,982.13;8,787.71;9,489.77;10,154.97;10,595.69;10,996.39;11,170.86;11,337.60;2011
243;DOM;NGDPRPPPPC;Dominican Republic;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;5,507.44;5,614.60;5,579.89;5,702.91;5,638.70;5,388.17;5,444.14;5,850.99;5,837.94;5,962.81;5,527.68;5,484.28;5,989.89;6,314.58;6,367.71;6,618.04;6,901.33;7,396.68;7,768.42;8,106.59;8,361.32;8,451.05;8,713.72;8,480.88;8,588.30;9,282.24;10,018.41;10,641.02;10,857.63;10,842.87;11,625.10;11,862.31;12,057.75;12,511.55;13,332.30;14,131.67;14,924.32;15,459.22;16,377.59;17,044.58;17,717.88;18,426.04;19,155.78;19,914.42;20,703.12;2016
248;ECU;NGDPRPPPPC;Ecuador;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;7,556.13;7,631.78;7,510.20;7,101.35;7,202.78;7,324.19;7,358.98;6,747.91;7,266.11;7,111.17;7,155.86;7,351.75;7,449.12;7,436.26;7,596.31;7,621.39;7,621.57;7,826.58;7,961.81;7,474.50;7,445.03;7,572.80;7,715.05;7,790.62;8,285.80;8,616.51;8,839.20;8,873.68;9,269.62;9,154.14;9,304.04;9,868.98;10,254.81;10,588.93;10,816.84;10,660.33;10,370.41;10,458.93;10,416.15;10,218.78;10,093.45;10,073.53;10,197.55;10,285.14;10,356.11;2017
469;EGY;NGDPRPPPPC;Egypt;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;5,228.10;5,195.42;5,426.18;5,750.91;6,044.38;6,310.73;6,444.10;6,574.99;6,700.28;6,751.66;6,848.36;6,850.44;6,731.62;6,786.42;6,927.17;7,091.04;7,270.87;7,545.67;7,941.03;8,249.54;8,452.20;8,560.65;8,654.24;8,749.52;8,922.95;9,132.88;9,560.09;10,038.62;10,530.37;10,779.50;11,074.77;11,022.11;11,007.68;11,062.36;11,122.30;11,308.58;11,643.13;11,541.38;11,881.42;12,251.64;12,681.63;13,140.30;13,617.04;14,108.47;14,483.23;2018
253;SLV;NGDPRPPPPC;El Salvador;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;4,985.26;4,647.17;4,320.21;4,360.55;4,391.67;4,383.70;4,347.70;4,403.62;4,424.11;4,397.11;4,530.83;4,529.52;4,784.56;4,998.20;5,166.49;5,343.60;5,330.28;5,439.82;5,535.90;5,607.00;5,631.50;5,642.45;5,702.71;5,762.69;5,784.95;5,935.60;6,148.91;6,238.88;6,347.36;6,182.21;6,271.74;6,462.89;6,591.28;6,681.09;6,734.64;6,832.95;6,939.64;7,033.48;7,147.80;7,260.45;7,359.94;7,453.29;7,547.87;7,643.83;7,741.31;2017
642;GNQ;NGDPRPPPPC;Equatorial Guinea;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;822.614;822.592;781.244;758.105;712.292;757.584;706.224;710.811;707.644;679.01;675.505;646.234;832.079;888.921;1,003.10;1,224.45;1,801.22;4,297.29;5,155.07;6,258.78;12,651.40;19,440.11;22,324.69;24,514.31;30,632.37;31,724.89;32,300.73;35,570.72;40,015.81;38,738.15;33,723.37;34,363.15;35,632.04;32,736.09;31,542.51;27,547.84;24,170.96;22,193.69;20,186.59;18,726.02;17,264.50;15,857.65;14,515.87;13,639.27;13,439.43;2015
643;ERI;NGDPRPPPPC;Eritrea;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1,129.18;1,276.59;1,541.60;1,565.02;1,682.04;1,776.08;1,762.09;1,709.87;1,473.40;1,554.07;1,553.55;1,468.67;1,448.00;1,444.40;1,391.99;1,374.86;1,208.69;1,224.33;1,220.91;1,296.16;1,354.97;1,386.50;1,395.56;1,401.80;1,398.92;1,440.38;1,472.49;1,500.22;1,533.74;1,575.06;1,627.14;1,667.29;1,714.29;2006
939;EST;NGDPRPPPPC;Estonia;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;10,576.95;10,645.19;11,091.49;11,855.59;13,406.49;14,093.20;13,931.42;15,329.36;16,403.67;17,511.00;18,928.05;20,240.16;22,264.46;24,696.64;26,731.86;25,351.01;21,659.93;22,199.84;23,959.05;25,080.64;25,657.47;26,451.84;26,953.22;27,885.54;29,204.47;30,307.63;31,194.82;32,083.01;32,972.53;33,896.35;34,856.16;35,853.03;2018
734;SWZ;NGDPRPPPPC;Eswatini;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;4,375.45;4,542.38;4,477.90;4,323.80;4,289.35;4,215.48;4,799.57;5,055.78;5,208.26;5,476.58;5,814.66;5,753.49;5,803.74;5,865.91;5,892.23;6,053.46;6,151.46;6,202.11;6,303.48;6,428.72;6,481.18;6,489.33;6,711.87;6,909.37;7,095.70;7,454.67;7,831.92;8,108.03;8,115.06;8,182.42;8,431.82;8,559.80;8,900.15;9,405.01;9,519.67;9,490.61;9,728.97;9,843.39;9,795.44;9,684.51;9,632.54;9,651.83;9,770.03;9,914.31;10,064.74;2017
644;ETH;NGDPRPPPPC;Ethiopia;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;727.405;710.275;697.203;728.861;689.397;591.271;628.092;692.627;674.492;649.775;644.84;578.367;509.216;558.149;559.055;575.024;633.701;633.381;590.383;610.825;653.23;681.135;673.348;621.12;676.21;742.117;806.492;878.809;961.846;1,041.37;1,133.62;1,242.96;1,329.82;1,438.46;1,561.63;1,696.89;1,803.78;1,955.54;2,073.05;2,197.98;2,324.90;2,449.39;2,579.66;2,716.61;2,861.12;2016
819;FJI;NGDPRPPPPC;Fiji;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;5,263.97;5,447.10;5,250.16;4,904.40;5,286.45;5,008.21;5,289.63;4,889.62;5,053.07;5,642.25;5,921.42;5,715.39;6,015.83;6,123.58;6,385.53;6,500.70;6,760.25;6,550.23;6,587.67;7,109.68;6,939.28;7,021.36;7,195.40;7,202.63;7,539.24;7,390.29;7,479.51;7,362.14;7,399.98;7,261.44;7,443.63;7,608.35;7,679.30;8,005.06;8,414.08;8,698.94;8,679.06;8,863.48;9,096.66;9,354.06;9,609.45;9,871.80;10,131.51;10,398.04;10,671.59;2017
172;FIN;NGDPRPPPPC;Finland;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;21,949.51;22,156.91;22,725.32;23,291.74;23,901.22;24,625.75;25,209.96;26,027.84;27,312.26;28,610.34;28,688.65;26,861.33;25,810.67;25,489.41;26,374.10;27,371.13;28,272.17;29,949.25;31,482.65;32,803.43;34,573.78;35,399.11;35,898.42;36,534.10;37,870.72;38,798.27;40,225.68;42,140.14;42,255.42;38,573.33;39,541.15;40,377.73;39,610.34;39,125.83;38,703.24;38,610.44;39,454.84;40,440.69;41,271.09;41,926.49;42,509.52;42,963.10;43,369.75;43,791.38;44,226.11;2017
132;FRA;NGDPRPPPPC;France;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;24,900.65;25,028.38;25,510.78;25,678.48;25,950.90;26,246.54;26,736.89;27,288.64;28,437.75;29,512.92;30,210.93;30,385.98;30,726.08;30,395.27;31,006.24;31,556.65;31,901.22;32,545.38;33,607.53;34,639.93;35,777.93;36,236.25;36,390.25;36,435.89;37,217.02;37,551.87;38,198.16;38,873.95;38,760.04;37,446.95;37,994.77;38,640.04;38,574.12;38,600.37;38,768.56;39,033.67;39,387.88;40,145.94;40,689.41;41,029.45;41,419.44;41,833.02;42,275.55;42,726.31;43,190.76;2017
646;GAB;NGDPRPPPPC;Gabon;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;21,083.05;19,804.06;20,172.30;20,132.95;20,664.84;21,392.76;20,492.67;16,963.60;17,179.38;19,403.38;19,963.24;20,523.65;19,287.40;19,574.06;19,805.66;20,283.67;20,506.30;21,154.18;21,355.98;18,971.79;18,160.50;18,098.43;17,689.97;17,552.06;17,315.71;16,760.52;16,039.72;16,558.72;16,228.91;15,278.44;15,642.07;16,138.12;16,363.72;16,616.76;16,745.89;16,838.04;16,759.47;16,466.03;16,440.93;16,732.69;17,154.06;17,628.09;18,192.06;18,776.71;19,365.50;2004
648;GMB;NGDPRPPPPC;The Gambia;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2,796.61;2,383.16;2,775.21;3,029.22;2,688.44;2,677.06;2,632.66;2,600.04;2,540.40;2,546.30;2,585.58;2,537.72;2,481.00;2,433.61;2,272.19;2,276.65;2,274.57;2,206.75;2,283.85;2,359.91;2,416.65;2,477.94;2,322.79;2,403.92;2,491.64;2,388.69;2,339.48;2,346.10;2,403.47;2,479.39;2,558.99;2,372.39;2,428.81;2,467.11;2,369.33;2,432.59;2,369.48;2,401.60;2,481.70;2,535.49;2,586.75;2,633.50;2,675.79;2,718.78;2,761.52;2017
915;GEO;NGDPRPPPPC;Georgia;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;5,582.48;3,068.01;2,218.43;2,155.40;2,298.92;2,634.24;3,018.94;3,200.18;3,364.16;3,493.24;3,733.02;3,982.93;4,451.81;4,743.38;5,225.72;5,760.62;6,510.87;6,711.84;6,498.23;6,957.40;7,511.63;8,061.95;8,381.84;8,772.93;9,013.51;9,253.43;9,706.35;10,209.38;10,726.71;11,314.60;11,804.69;12,316.86;12,848.76;13,408.05;2015
134;DEU;NGDPRPPPPC;Germany;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;26,246.92;26,226.45;26,038.32;26,535.68;27,396.23;28,066.10;28,724.78;29,141.59;30,047.21;30,914.06;32,068.54;33,244.12;33,525.43;33,012.30;33,764.34;34,307.16;34,536.08;35,176.07;35,826.39;36,496.12;37,645.98;38,307.36;38,289.10;38,026.22;38,334.97;38,728.61;40,312.74;41,762.35;42,222.00;40,013.63;41,692.65;43,248.92;43,465.97;43,608.32;44,372.53;44,642.96;45,239.42;46,177.73;46,719.29;47,034.04;47,706.73;48,453.61;49,187.67;49,872.20;50,499.94;2018
652;GHA;NGDPRPPPPC;Ghana;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;2,682.12;2,524.18;2,265.12;2,081.15;2,127.91;2,217.37;2,304.90;2,402.71;2,492.99;2,540.59;2,567.95;2,626.40;2,670.11;2,726.28;2,752.94;2,798.33;2,860.90;2,954.12;3,024.41;3,086.43;2,970.91;3,014.34;3,076.87;3,156.83;3,251.48;3,371.34;3,489.15;3,546.03;3,787.38;3,907.57;4,005.43;4,590.61;4,885.56;5,151.36;5,180.67;5,175.97;5,237.93;5,543.89;5,734.91;6,112.10;6,340.57;6,514.84;6,636.27;6,795.44;6,876.42;0
174;GRC;NGDPRPPPPC;Greece;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;21,146.35;20,567.00;20,215.65;19,868.83;20,162.93;20,570.91;20,615.27;20,076.93;20,873.98;21,575.98;21,442.22;21,780.59;21,732.58;21,254.27;21,557.56;21,913.92;22,429.81;23,345.27;24,109.44;24,724.01;25,626.67;26,536.85;27,445.37;28,962.59;30,359.91;30,459.46;32,079.38;33,035.60;32,850.66;31,342.09;29,559.66;26,850.25;24,973.11;24,345.39;24,697.97;24,745.65;24,868.57;25,279.28;25,887.32;26,642.83;27,354.45;27,944.67;28,430.85;28,931.65;29,420.86;2017
328;GRD;NGDPRPPPPC;Grenada;Gross domestic product per capita, constant prices;GDP is expressed in constant international dollars per person. Data are derived by dividing constant price purchasing-power parity (PPP) GDP by total population.;"Purchasing power parity; 2011 international dollar";Units;See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).;4,981.58;4,962.70;5,026.72;5,035.82;5,104.85;5,331.08;5,709.80;6,275.67;6,545.51;6,875.16;7,210.35;7,299.99;7,185.24;6,965.37;7,014.88;7,108.14;7,380.07;7,717.90;8,613.31;9,202.54;9,651.59;9,434.90;9,735.22;10,627.93;10,530.22;11,893.95;11,384.78;12,043.78;12,117.66;11,276.57;11,178.09;11,220.93;11,048.62;11,262.72;12,038.60;12,758.73;13,174.42;13,775.73;14,370.53;14,908.99;15,197.14;15,540.18;15,889.13;16,238.95;16,596.47;2016
